Date,Cases Rate - Total,Deaths Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Cases - Total,Deaths - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx
06/20/2020,6.8,0.5,3.9,8.8,6.9,8.3,8.1,5.7,4.8,8.4,6.9,6.5,9.9,1.6,4.8,2.4,4.9,0,0,0.1,0.3,0.6,1.2,1.9,6.4,0.5,0.6,0.8,0.3,0.5,0.4,0,183.7,14.7,21.1,48.7,31.3,28,25.4,15,7.4,6.7,96,85.7,77.1,2.9,37.7,21.3,5.9,0,0.1,0.3,1,1.9,3.3,3,5.1,6.9,7.9,6.4,0.6,4,3.6,0
06/21/2020,6.6,0.5,3.8,8.6,6.6,7.6,7.8,5.5,4.9,7.9,6.8,6.2,9.7,1.6,4.6,2.4,4.5,0,0,0.1,0.3,0.6,1.2,2,6.1,0.5,0.6,0.8,0.3,0.5,0.4,0,177.3,14.6,20.9,47.7,30.3,25.7,24.4,14.4,7.6,6.3,93.7,81.6,75.3,2.9,35.7,21.4,5.4,0,0.1,0.4,0.9,1.9,3.3,3.1,4.9,6.9,7.7,6.3,0.6,4,3.6,0
06/22/2020,6.5,0.5,3.5,8.7,6.4,7.8,7.7,5.2,5.4,8,6.6,6.2,9.7,1.4,4.4,2.5,4.1,0,0.1,0.1,0.2,0.6,1.3,1.7,4.5,0.5,0.5,0.8,0.2,0.5,0.3,0,175.1,13,19,48.1,29.3,26.1,24,13.7,8.4,6.4,91.3,82,75.1,2.6,34.9,22.4,4.9,0,0.3,0.4,0.7,2,3.4,2.6,3.6,6.3,6.7,6.6,0.3,3.6,2.6,0
06/23/2020,6.6,0.5,3.3,9,6.6,8,7.4,4.9,6.7,8,6.6,6.5,10,1.6,4.3,2.9,3.9,0,0,0.1,0.1,0.5,1.4,1.7,4.6,0.4,0.5,0.7,0.2,0.5,0.3,0,178.1,12.6,18.1,49.9,30.1,26.9,23.3,13,10.4,6.4,91.1,85.3,78,2.9,33.4,26.1,4.7,0,0.1,0.4,0.4,1.6,3.7,2.6,3.7,6,6.6,5.7,0.3,4,2.6,0
06/24/2020,6.7,0.4,3.4,9.5,7.3,7.9,7.6,4.3,6.2,7.1,6.9,6.4,9.7,1.7,4.4,3,4.2,0,0,0.1,0.1,0.5,1.2,1.3,3.9,0.4,0.4,0.7,0.2,0.4,0.2,0,181.6,10.9,18.7,52.6,33.4,26.4,23.9,11.3,9.6,5.7,95.7,84.1,75.6,3.1,34.4,27.3,5,0,0.1,0.4,0.3,1.6,3.3,2,3.1,5.1,5.7,5.3,0.3,3.3,2,0
06/26/2020,7,0.4,3.1,10,8.6,8.2,7.3,4.9,6.8,6.4,7.3,6.7,9.5,1.9,4.8,3.5,4.5,0,0,0.1,0.2,0.4,0.9,1.3,3.9,0.4,0.4,0.7,0.1,0.3,0.2,0,190.6,10.1,16.9,55.1,39.4,27.6,22.9,13,10.6,5.1,101.3,88.7,73.4,3.4,37.3,31.4,5.4,0,0.1,0.6,0.7,1.1,2.4,2,3.1,4.9,5.3,5.1,0.1,2.7,2.1,0
06/27/2020,7.1,0.3,2.9,10.2,8.8,8.3,7,5.2,6.6,6.4,7.3,6.8,9,2,5.1,3.5,4.8,0,0,0.1,0.2,0.3,0.9,1.4,3.6,0.4,0.3,0.5,0.1,0.4,0.2,0,191.4,9.4,15.9,56.4,40,28,22,13.7,10.3,5.1,101.3,89.4,69.9,3.6,39.9,31.9,5.7,0,0.1,0.4,0.7,0.9,2.3,2.1,2.9,5,4.4,4.1,0.1,3,2.1,0
06/28/2020,7.4,0.3,3,10.7,9.1,9,7.2,5.6,6.7,6.6,7.7,7.1,9.3,2,5.3,3.8,5.3,0,0,0.1,0.3,0.2,0.8,1.1,3.4,0.3,0.3,0.5,0.1,0.4,0.2,0,200.6,8.6,16.4,59.3,41.6,30.4,22.4,14.7,10.4,5.3,106.4,93.4,72.3,3.6,41.4,34.6,6.3,0,0.1,0.3,0.9,0.7,2.1,1.7,2.7,4.7,3.9,3.9,0.1,2.9,1.7,0
06/29/2020,7.7,0.3,3,11.5,9.8,9,7.8,5.4,6.2,8,7.9,7.5,9.4,1.9,5.6,4.2,5.7,0,0,0.1,0.3,0.1,0.8,1.2,3.6,0.3,0.3,0.4,0.1,0.4,0.2,0,209.1,8.3,16.3,63.4,44.6,30.3,24.3,14.3,9.6,6.4,109.7,98.4,72.7,3.4,44,38,6.9,0,0,0.3,0.9,0.4,2,1.9,2.9,4.6,3.7,3.3,0.1,3,1.9,0
07/18/2020,9.4,0.1,5.1,13.5,11.2,10.9,9.3,7,6.3,7.3,9.9,8.7,11.9,2.2,8.5,5,7.5,0,0,0,0,0.3,0.3,0.4,1.6,0.1,0.2,0.1,0.1,0.2,0.1,0,253.7,3.7,27.9,74.9,51.3,36.6,29.1,18.3,9.9,5.9,137.3,115.3,92.3,4,66.4,44.7,9,0,0.1,0,0,0.9,0.9,0.6,1.3,1.7,2,1.1,0.1,1.3,1,0
06/30/2020,7.9,0.3,3.3,12,10.3,9.1,7.6,5.4,5.1,7.5,8.1,7.6,9.6,1.6,5.8,4.2,5.6,0,0,0.1,0.3,0.1,0.7,1.2,3,0.3,0.2,0.4,0.1,0.3,0.2,0,213.9,7.6,18.1,66.3,46.9,30.6,23.9,14.3,7.9,6,112.4,100.4,74.4,2.9,45.6,38.1,6.7,0,0,0.3,0.9,0.4,1.7,1.9,2.4,4.4,3.1,3,0.1,2.6,1.9,0
07/01/2020,8,0.3,3.1,12.5,10.1,9.2,7.3,6.2,4.9,7.9,8.2,7.7,9.8,1.3,6,4.5,5.1,0,0,0.1,0.4,0.1,0.5,1.3,3.6,0.3,0.3,0.4,0,0.4,0.3,0,216.4,8.1,17.3,69.1,46.1,30.9,22.9,16.3,7.6,6.3,114,101.4,76,2.3,47.4,40.4,6.1,0,0,0.3,1.3,0.3,1.4,2,2.9,4.4,3.7,3,0,2.9,2.3,0
07/19/2020,9.4,0.1,5.3,13.4,11.5,10.5,9.4,7,6.3,7.1,9.9,8.8,11.9,2.1,8.6,5,7.4,0,0,0,0,0.3,0.3,0.4,1.3,0.1,0.1,0.2,0.1,0.2,0.1,0,254.3,3.4,29,74.1,52.6,35.3,29.4,18.4,9.7,5.7,137.3,115.7,92.4,3.7,67.3,45,8.9,0,0.1,0,0.1,0.9,0.7,0.6,1,1.6,1.9,1.3,0.1,1.3,0.6,0
07/20/2020,9.7,0.1,5.7,13.2,12.2,10.9,9.9,7.3,6.9,5.4,10,9.3,12.6,2.2,8.5,5.2,8.5,0,0,0,0.1,0.3,0.3,0.5,1.1,0.1,0.2,0.2,0.1,0.2,0.1,0,262.1,3.7,31.4,73.1,55.7,36.7,31,19.1,10.7,4.3,138.1,122.4,97.6,4,66.6,46.4,10.1,0,0,0.1,0.3,0.9,0.9,0.7,0.9,1.7,2,1.6,0.1,1.3,0.6,0
07/27/2020,10.2,0.1,5.8,14.7,12.8,12.2,9.3,7,6.6,7.7,10.6,9.6,12.9,4.7,8.2,6.3,8.7,0,0,0,0,0.2,0.3,0.6,1.3,0.1,0.2,0.2,0,0.1,0.1,0,276.1,3.6,31.7,81.3,58.3,41,29.1,18.3,10.3,6.1,147.6,126.7,100.4,8.4,64.3,56.4,10.4,0,0,0.1,0.1,0.6,0.9,0.9,1,1.6,2,1.4,0,1.1,1,0
07/02/2020,8,0.3,3.3,12.8,9.4,9.3,7.6,6.2,4.8,8.6,8.4,7.5,9.7,1.4,6.1,4.6,4.7,0,0,0,0.3,0.1,0.5,1.2,3.6,0.3,0.3,0.3,0,0.3,0.3,0,217.3,7.4,17.9,70.7,43,31.1,23.9,16.4,7.4,6.9,117,99.3,75.1,2.6,48.1,41.6,5.6,0,0,0.1,0.9,0.4,1.3,1.9,2.9,4,3.4,2.4,0,2.7,2.3,0
07/06/2020,7.3,0.2,3,11.5,8.9,8.6,6.8,6.2,4.1,6.3,8,6.5,8.1,1.8,5.9,4.2,4.8,0,0,0,0.2,0.2,0.6,0.6,2.3,0.2,0.2,0.3,0,0.3,0.1,0.1,198.6,5.7,16.6,63.4,40.6,29,21.3,16.3,6.4,5,110.4,86.3,63.1,3.3,46.4,37.4,5.7,0,0,0,0.6,0.7,1.6,1,1.9,2.6,3.1,2.4,0,2,1.1,0.1
07/03/2020,7.8,0.2,3.1,12.6,9,9.1,7.3,6.2,4.6,7.9,8.3,7.2,9.2,1.2,6.2,4.5,5.3,0,0,0,0.2,0.1,0.6,0.9,2.9,0.3,0.2,0.3,0,0.3,0.1,0,211,6.3,17.3,69.4,41.1,30.7,22.7,16.3,7.1,6.3,114.9,95.1,71.4,2.1,48.4,40.3,6.3,0,0,0,0.6,0.4,1.6,1.4,2.3,3.6,2.7,2.4,0,2.6,1.3,0
07/04/2020,7.4,0.2,3.1,11.9,8.7,8.7,6.9,6,4.1,7.5,8,6.8,8.6,1.1,5.9,4.3,4.9,0,0,0,0.2,0.1,0.7,0.8,2.9,0.2,0.2,0.4,0,0.3,0.1,0.1,201.3,6.3,16.9,65.7,39.6,29.1,21.7,15.9,6.4,6,110.3,89.9,66.9,2,46.1,39,5.9,0,0,0,0.6,0.4,1.7,1.3,2.3,3.1,3.1,2.9,0,2.1,1.1,0.1
07/05/2020,7.3,0.2,3,11.7,8.6,8.4,7,6,4,7.1,7.8,6.7,8.4,1,5.8,4.2,5,0,0,0,0.2,0.2,0.6,0.8,2.5,0.2,0.3,0.3,0,0.3,0.1,0.1,198,6,16.6,64.6,39.1,28.3,21.9,15.7,6.1,5.7,108.6,88.1,65.4,1.9,45.9,38.1,6,0,0,0,0.6,0.6,1.6,1.3,2,2.6,3.4,2.7,0,2,1.1,0.1
07/08/2020,8,0.2,3.9,12,9.8,9.6,8,6,4.9,4.6,8.5,7.3,7.9,3.1,6.7,4.5,6.8,0,0,0,0,0.1,0.7,0.4,2,0.2,0.2,0.3,0,0.2,0.1,0.1,216.6,4.6,21.1,66.1,44.7,32.3,25.1,15.9,7.6,3.7,118.4,96.3,61.6,5.6,52.9,40.1,8.1,0,0,0,0.1,0.4,1.9,0.6,1.6,2.4,2.1,2.1,0,1.6,0.7,0.1
07/09/2020,8.2,0.2,3.9,12.3,10.3,9.6,8.3,6.1,4.6,4.1,8.5,7.7,8,3,7.2,4.6,7.2,0,0,0,0,0.1,0.8,0.6,1.4,0.2,0.2,0.3,0,0.2,0.1,0.1,221.4,4.7,21.4,68.3,46.9,32.4,26,16,7.1,3.3,117.3,102.1,62.4,5.4,56.4,41.6,8.6,0,0,0,0.1,0.4,2,1,1.1,2.6,2.1,2.1,0,1.6,0.9,0.1
07/10/2020,9.1,0.2,4.4,14.1,11.5,10.7,8.6,6.1,5.4,4.3,9.1,8.9,9.1,3.4,8.2,5.2,7.3,0,0,0,0,0.2,0.7,0.7,1.3,0.2,0.2,0.3,0,0.2,0.1,0.1,245.7,4.9,24.4,78.1,52.3,35.9,27,16.1,8.4,3.4,126,117.6,71,6.1,64.3,46.4,8.7,0,0,0,0.1,0.7,1.9,1.1,1,2.3,2.6,2.4,0,1.3,1,0.1
07/11/2020,9.6,0.2,4.5,15.5,11.8,11,8.9,6.4,6,4.1,9.6,9.4,9.5,3.6,8.7,5.5,8.5,0,0,0,0,0.2,0.6,0.7,0.9,0.2,0.2,0.2,0,0.2,0.1,0,259,4.4,24.6,85.9,54,37.1,28,16.9,9.3,3.3,132.7,124.4,74,6.4,68,49.6,10.1,0,0.1,0,0.1,0.7,1.6,1.1,0.7,2.1,2.3,1.9,0,1.6,1,0
07/12/2020,9.6,0.2,4.5,15.6,11.7,11.3,8.9,6.2,6.4,4.5,9.6,9.5,9.6,3.9,8.8,5.5,8.1,0,0,0,0,0.2,0.7,0.7,1.3,0.2,0.2,0.2,0,0.2,0.1,0,260.3,4.6,24.7,86.4,53.4,37.9,28,16.3,10,3.6,132.9,125.7,74.4,7,69,49.6,9.7,0,0.1,0,0,0.6,1.7,1.1,1,2.4,2.1,1.7,0,1.6,1.3,0
07/13/2020,9.9,0.2,4.9,16.1,11.8,11.4,8.9,6.7,6.1,5.9,10,9.7,10.3,3.5,9.2,5.7,8.3,0,0.1,0,0,0.1,0.6,0.7,1.1,0.1,0.2,0.2,0,0.2,0.1,0,267.6,4.3,26.7,89,53.7,38.4,27.9,17.7,9.4,4.7,138.6,128,79.7,6.3,72.4,51.4,9.9,0,0.3,0,0,0.4,1.6,1.1,0.9,2,2.3,1.7,0,1.4,1.1,0
07/15/2020,9.5,0.2,4.9,15,11.2,10.9,8.6,6.9,6.8,5.9,9.9,9.1,11.1,2.5,9.1,5.4,7.8,0,0.1,0,0,0.3,0.4,0.8,1.3,0.1,0.2,0.2,0,0.3,0.1,0,258.3,4.6,27.1,83,51,36.7,27,18.1,10.6,4.7,136.9,120.4,86.3,4.4,71.3,48.4,9.3,0,0.3,0,0,0.9,1.1,1.3,1,2,2.6,1.4,0,2,1,0
07/16/2020,9.6,0.1,4.9,14.8,11.5,11,8.5,6.9,7.1,6.8,10.1,9,11.3,2.4,8.9,5.4,8.1,0,0.1,0,0,0.2,0.3,0.6,1.4,0.1,0.2,0.1,0.1,0.2,0.1,0,259.6,3.9,27.1,82,52.3,37,26.6,18.1,11,5.4,139.7,118.9,87.4,4.3,70,48.3,9.7,0,0.3,0,0,0.7,0.9,0.9,1.1,1.4,2.4,1,0.1,1.7,0.9,0
07/14/2020,9.8,0.2,5.1,15.5,11.8,11.2,8.5,7,6.7,5.2,10,9.5,11,2.8,8.9,5.6,7.9,0,0.1,0,0,0.2,0.4,0.8,1.1,0.1,0.2,0.2,0,0.2,0.1,0,264.4,4.1,28.1,85.4,53.7,37.6,26.7,18.3,10.4,4.1,138.4,124.9,85.3,5,69.6,50.4,9.4,0,0.3,0,0,0.6,1.1,1.3,0.9,2,2.1,1.6,0,1.3,1.1,0
07/21/2020,9.5,0.1,5.2,13.2,11.8,11.2,9.5,7.2,6.3,6.8,9.5,9.4,11.7,2.2,8.8,5,9.4,0,0,0,0.1,0.2,0.4,0.4,0.9,0.1,0.2,0.2,0.1,0.2,0.1,0,257.1,3.4,28.4,73.1,54,37.7,29.7,19,9.7,5.4,131.9,124,91,4,69,45.1,11.3,0,0,0.1,0.3,0.7,1,0.6,0.7,1.4,2,1.4,0.1,1.3,0.6,0
07/22/2020,10,0.1,5.4,14.3,12.8,12.2,9.3,7.4,6.4,5.9,9.9,10,12.4,2.6,8.7,5.9,9.3,0,0,0,0.1,0.2,0.3,0.4,0.9,0.1,0.1,0.2,0.1,0.1,0.1,0,271.6,3,29.9,79,58.4,41,29,19.6,10,4.7,137.7,131.7,96.1,4.7,68.3,53.3,11.1,0,0,0.1,0.3,0.6,0.7,0.6,0.7,1.1,1.9,1.4,0.1,0.6,0.9,0
07/24/2020,10.2,0.1,5.6,14.6,13.2,12.2,9.6,7.2,6.4,6.4,10.5,9.8,12.4,3.9,8.7,6.3,9.2,0,0,0.1,0.1,0.1,0.3,0.5,0.5,0.1,0.1,0.2,0,0.1,0.1,0,277.1,3,30.9,80.9,60.3,41,30.1,18.9,10,5.1,146.1,129,96.1,7,68.1,56.4,11,0,0,0.3,0.3,0.4,0.9,0.7,0.4,1.1,1.9,1.7,0,0.6,0.7,0
07/25/2020,10.4,0.1,6,14.5,13.5,12.4,9.4,7.1,6.8,6.4,10.7,9.8,12.7,4.4,8.5,6.5,9.7,0,0,0.1,0.1,0.1,0.4,0.5,0.7,0.1,0.2,0.2,0,0.1,0.1,0,280.7,3.6,33.1,80.4,61.6,41.6,29.6,18.7,10.6,5.1,148.9,129.9,98.6,7.9,67,58.1,11.6,0,0,0.3,0.4,0.4,1.1,0.7,0.6,1.4,2.1,1.7,0,1,0.9,0
07/26/2020,10.3,0.2,5.8,14.4,13.5,12.4,9.6,7.3,6.6,6.6,10.7,9.8,12.7,4.4,8.3,6.5,9.7,0,0,0.1,0.1,0.2,0.4,0.6,1.3,0.1,0.2,0.2,0,0.2,0.1,0,279.9,4.1,32,79.9,61.6,41.7,30,19.1,10.3,5.3,148,130,98.6,8,65,58.9,11.6,0,0,0.3,0.3,0.6,1.1,0.9,1,1.7,2.4,1.7,0,1.3,1.1,0
07/23/2020,10.1,0.1,5.6,14.6,12.8,12.2,9.4,7.2,6.6,5.4,10.3,9.8,12.4,3.4,8.7,6.1,9.6,0,0,0,0.1,0.2,0.3,0.5,0.7,0.1,0.1,0.2,0,0.1,0.1,0,274.1,3,30.7,80.9,58.4,41.1,29.6,18.9,10.3,4.3,142.1,129.9,96.1,6.1,68.3,55.1,11.4,0,0,0.1,0.3,0.6,0.7,0.7,0.6,1.3,1.7,1.6,0,0.7,0.7,0
07/29/2020,10.9,0.1,6.5,15,13.8,13.2,10.5,7.1,6.5,8.2,11.5,10,14.9,5.2,8.3,6,9.1,0,0,0,0.1,0.1,0.3,0.6,1.3,0.1,0.2,0.2,0,0.2,0.1,0,294,3.7,35.9,82.7,62.9,44.4,32.7,18.7,10.1,6.6,160,131.6,116,9.3,65.1,54,10.9,0,0,0.1,0.4,0.4,0.9,0.9,1,1.7,2,1.3,0,1.6,0.9,0
07/30/2020,11,0.1,6.9,14.4,14.2,13.5,11.1,7.6,6.1,7.7,11.4,10.4,16.1,5,8.2,5.8,8.4,0,0,0,0.1,0.1,0.3,0.5,1.4,0.1,0.2,0.2,0,0.2,0.1,0,297.9,3.7,38.1,79.4,64.7,45.3,34.9,19.9,9.4,6.1,158.3,137.1,124.9,9,64.1,51.9,10,0,0,0.1,0.4,0.4,0.9,0.7,1.1,1.7,2,1.4,0,1.4,0.9,0
07/31/2020,11.3,0.1,7.2,14.6,14.3,14.2,11.3,8.1,5.8,7,11.6,10.8,17.2,4.4,8.2,5.9,8.5,0,0,0,0.1,0.1,0.3,0.5,1.6,0.1,0.1,0.1,0,0.2,0.1,0,304.7,3.6,39.6,81,65.3,47.7,35.3,21.3,9,5.6,160.1,142,133.3,8,64.4,53.1,10.1,0,0,0,0.4,0.4,0.7,0.7,1.3,1.9,1.7,1.1,0,1.6,0.9,0
08/01/2020,11.2,0.1,6.6,14.9,14.1,13.9,11.6,8.3,5.5,7,11.4,10.7,17,3.9,8.2,5.9,8.1,0,0,0,0.1,0.1,0.1,0.6,1.6,0.1,0.1,0.1,0,0.2,0.1,0,302.1,3.1,36.4,82.4,64.3,46.7,36.4,21.7,8.6,5.6,158.4,141.1,131.9,7,64.1,53.1,9.7,0,0,0,0.3,0.4,0.3,0.9,1.3,1.7,1.4,1.1,0,1.4,0.6,0
08/02/2020,11.2,0.1,6.7,14.8,14.2,13.8,11.2,8.5,5.7,6.8,11.4,10.7,17,3.8,8.3,5.9,8.5,0,0,0,0.2,0.1,0.1,0.6,1.1,0.1,0.1,0.1,0,0.1,0,0,302,2.7,37,81.9,65,46.6,35,22.3,8.9,5.4,158,141.3,131.7,6.9,65.4,52.7,10.1,0,0,0,0.6,0.3,0.1,0.9,0.9,1.3,1.4,1.1,0,1.1,0.4,0
08/03/2020,11.5,0.1,6.8,15.3,14.9,14.5,11.5,8.1,5.7,6.3,11.6,11.1,17.7,3.7,8.1,6.1,9.4,0,0,0,0.2,0.1,0.1,0.6,1.3,0.1,0.1,0.1,0,0.2,0.1,0,310,3,37.6,84.6,67.9,48.9,35.9,21.4,8.9,5,161.3,146.3,137.6,6.6,63.6,54.9,11.3,0,0,0,0.6,0.3,0.3,0.9,1,1.4,1.6,1.1,0,1.3,0.6,0
08/04/2020,11.6,0.1,7.1,15.8,14.6,14,11.7,8.8,6.4,5.7,11.8,11.3,18,3.6,8,6.3,10,0,0,0,0.1,0.1,0.2,0.5,1.3,0.1,0.1,0.1,0,0.2,0,0,314.4,2.9,39,87.3,66.7,47.1,36.6,23.1,10,4.6,163.1,148.9,139.9,6.4,62.9,57,12,0,0,0,0.4,0.3,0.4,0.7,1,1.4,1.4,1.1,0,1.3,0.4,0
08/05/2020,11.3,0.1,6.8,15.4,14.2,13.5,10.9,9,6.6,5.4,11.3,11.1,17.8,3.3,7.7,6.1,9,0,0,0,0.1,0.1,0.2,0.6,1.1,0.1,0.1,0.2,0,0.1,0,0,304.9,3,37.1,85.1,64.9,45.3,34.1,23.7,10.3,4.3,156.7,146.4,138.6,5.9,60.7,54.7,10.7,0,0,0,0.4,0.3,0.6,0.9,0.9,1.1,1.9,1.4,0,1.1,0.4,0
08/08/2020,11.6,0.1,7.3,16.4,14,13.8,10,9.2,7.2,7.1,11.5,11.6,17.7,3.7,7.9,6.6,10.5,0,0,0,0.2,0,0.4,0.5,0.7,0.1,0.2,0.2,0.1,0.1,0,0,314,3,40.3,90.9,64,46.4,31.3,24.3,11.1,5.7,159.3,153,137.9,6.6,61.7,59.7,12.6,0,0,0,0.6,0.1,1,0.7,0.6,1,2,1.3,0.1,1.1,0.4,0
08/09/2020,11.7,0.1,7.5,17,13.8,13.9,10,9.1,7.2,7.7,11.6,11.7,18,3.8,7.7,6.8,10,0,0,0,0.1,0,0.4,0.6,0.7,0.1,0.1,0.2,0.1,0.1,0,0,317,2.9,41,94,62.9,46.7,31.3,23.9,11.1,6.1,160.6,154.9,140,6.9,60.3,61.6,12,0,0,0,0.3,0.1,1,0.9,0.6,1,1.9,1.3,0.1,1,0.4,0
08/10/2020,11.5,0.1,7.1,16.7,13.2,13.8,10.1,9.1,7.5,7.3,11.3,11.6,17.5,3.7,7.5,6.9,9.6,0,0,0,0.1,0,0.3,0.6,0.7,0.1,0.1,0.2,0.1,0.1,0,0,311,2.7,39,92.1,60.3,46.4,31.7,23.9,11.7,5.9,156.3,153.3,135.6,6.6,59.1,61.7,11.4,0,0,0,0.3,0.1,0.9,0.9,0.6,0.9,1.9,1.3,0.1,0.9,0.4,0
08/11/2020,11.6,0.1,7.1,16.6,13.4,14.3,10.6,9.4,6.6,7.1,11.1,12,17.3,3.2,7.6,7.1,9.7,0,0,0,0.1,0.1,0.3,0.6,0.9,0.1,0.2,0.2,0.2,0.1,0,0,313.4,3,38.9,91.7,61,48,33.1,24.7,10.3,5.7,153.7,158.4,134.1,5.7,59.9,64.1,11.6,0,0,0,0.3,0.3,0.7,1,0.7,0.9,2.1,1.4,0.3,0.9,0.4,0
08/12/2020,11.9,0.1,7.3,16.7,13.7,15,11.5,9.2,6.2,7.5,11.5,12.2,17.4,3,7.6,7.4,10.6,0,0,0,0,0.1,0.2,0.6,1.1,0.1,0.1,0.1,0.2,0.1,0,0,321.4,2.7,40,92.1,62.7,50.6,36.1,24.3,9.6,6,159.3,160.7,135.1,5.4,59.6,66.9,12.7,0,0,0,0.1,0.3,0.6,0.9,0.9,1,1.7,1.1,0.3,0.9,0.4,0
08/13/2020,12.1,0.1,7.3,16.8,14,16,12,9.3,6.2,7.3,11.9,12.3,18.2,3.1,7.5,7.6,10.8,0,0,0,0,0.1,0.1,0.7,0.9,0.1,0.2,0.2,0.1,0.1,0,0,327.9,2.7,40.1,92.7,63.7,53.7,37.6,24.6,9.6,5.9,164.3,161.9,141.3,5.6,58.4,68.4,12.9,0,0,0,0.1,0.4,0.3,1.1,0.7,0.7,2,1.3,0.1,0.9,0.4,0
08/14/2020,11.8,0.1,7.1,16.2,13.4,16.2,11.6,8.9,5.9,6.8,11.6,11.7,17.3,2.8,7.4,7.5,10.3,0,0,0,0,0.1,0.1,0.8,0.9,0.1,0.2,0.2,0.1,0.1,0,0,318,2.9,38.7,89.4,61.1,54.4,36.4,23.3,9.1,5.4,161.3,154.3,134.6,5,58.3,67.4,12.3,0,0,0,0.1,0.4,0.3,1.3,0.7,0.7,2.1,1.3,0.1,1,0.4,0
08/15/2020,12,0.1,6.9,16.4,13.8,16,12.4,9.2,6.6,6.3,11.7,12.1,17.5,2.9,7.7,7.9,10,0,0,0,0,0.1,0.1,0.9,1.3,0.1,0.2,0.1,0.1,0.2,0.1,0,324.4,3.1,38.1,90.7,63.1,54,38.9,24.3,10.3,5,162.9,159.1,136,5.1,60,71,12,0,0,0,0.1,0.3,0.3,1.4,1,1.1,2,1,0.1,1.3,0.7,0
08/18/2020,12.7,0.1,7.6,17.9,14.6,15.8,13.3,8.8,8.4,6.8,12.5,12.6,19.2,3.3,7.7,8.3,10.4,0,0,0,0,0.1,0.1,0.7,1.1,0.1,0.1,0.1,0,0.2,0.1,0,344,3,41.7,99.1,66.6,53.1,41.7,23.1,13,5.4,173.9,166.7,149,6,60.6,74.3,12.4,0,0,0.1,0.1,0.4,0.3,1.1,0.9,1.3,1.7,0.6,0,1.6,0.9,0
08/19/2020,12.9,0.1,7.7,18.6,14.3,15.2,14.1,9.3,8.7,7,12.8,12.8,19.7,3.6,7.7,8.3,10.9,0,0,0,0.1,0.1,0.2,0.8,1.1,0.1,0.1,0.1,0,0.2,0.1,0,349.3,3.4,42.3,102.9,65.1,51,44.1,24.6,13.6,5.6,177.6,168.6,153,6.4,60.1,74.4,13,0,0,0.1,0.3,0.4,0.4,1.3,0.9,1.6,1.9,0.7,0,1.6,1.1,0
08/20/2020,13,0.1,7.9,18.6,14.2,14.6,15,9.8,8.6,6.3,12.9,12.8,19.5,3.5,7.7,8.2,11,0,0,0,0.1,0.1,0.3,0.6,1.1,0.1,0.1,0.1,0,0.2,0.1,0,350.7,3.3,43.3,102.6,64.7,49,46.9,25.7,13.4,5,179,168.4,151.4,6.3,60.1,73.7,13.1,0,0,0.1,0.4,0.3,0.7,0.9,0.9,1.7,1.6,0.7,0,1.4,1.1,0
08/21/2020,13.3,0.1,8,19.8,14.7,13.9,15.6,9.9,8.7,5.5,13.4,13,21,4.3,7.5,8,11.2,0,0,0,0.2,0.1,0.3,0.6,1.1,0.1,0.1,0.1,0,0.1,0.1,0,360.6,3.6,43.7,109.6,67.3,46.9,48.9,26.1,13.6,4.4,186.4,171.3,163.3,7.7,58.4,72,13.4,0,0,0.1,0.6,0.4,0.7,0.9,0.9,2,1.6,1.1,0,1.1,1.3,0
08/22/2020,13.1,0.1,8,19.5,14.4,13.9,15.2,9.7,8.7,5.5,13.3,12.7,20.8,4.1,7,7.8,12,0,0,0,0.1,0.1,0.3,0.4,0.7,0.1,0.1,0.2,0,0.1,0.1,0,355.1,3,43.7,108,65.7,46.7,47.4,25.4,13.6,4.4,184.6,167.7,161.9,7.3,55.1,70.4,14.3,0,0,0.1,0.4,0.4,0.9,0.6,0.6,1.6,1.4,1.3,0,0.7,1,0
